"REF_DATE","GEO","DGUID","Gender","Type of migrant","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2003/2004","Canada","2021A000011124","Men+","Net emigration","80 to 84 years","Persons","249","units","0","v1566864498","1.2.8.89","117","","","","0"
"2004/2005","Canada","2021A000011124","Men+","Net emigration","80 to 84 years","Persons","249","units","0","v1566864498","1.2.8.89","110","","","","0"
"2005/2006","Canada","2021A000011124","Men+","Net emigration","80 to 84 years","Persons","249","units","0","v1566864498","1.2.8.89","127","","","","0"
"2006/2007","Canada","2021A000011124","Men+","Net emigration","80 to 84 years","Persons","249","units","0","v1566864498","1.2.8.89","128","","","","0"
"2007/2008","Canada","2021A000011124","Men+","Net emigration","80 to 84 years","Persons","249","units","0","v1566864498","1.2.8.89","105","","","","0"
"2008/2009","Canada","2021A000011124","Men+","Net emigration","80 to 84 years","Persons","249","units","0","v1566864498","1.2.8.89","123","","","","0"
"2009/2010","Canada","2021A000011124","Men+","Net emigration","80 to 84 years","Persons","249","units","0","v1566864498","1.2.8.89","151","","","","0"
"2010/2011","Canada","2021A000011124","Men+","Net emigration","80 to 84 years","Persons","249","units","0","v1566864498","1.2.8.89","174","","","","0"
"2011/2012","Canada","2021A000011124","Men+","Net emigration","80 to 84 years","Persons","249","units","0","v1566864498","1.2.8.89","190","","","","0"
"2012/2013","Canada","2021A000011124","Men+","Net emigration","80 to 84 years","Persons","249","units","0","v1566864498","1.2.8.89","181","","","","0"
"2013/2014","Canada","2021A000011124","Men+","Net emigration","80 to 84 years","Persons","249","units","0","v1566864498","1.2.8.89","207","","","","0"
"2014/2015","Canada","2021A000011124","Men+","Net emigration","80 to 84 years","Persons","249","units","0","v1566864498","1.2.8.89","209","","","","0"
"2015/2016","Canada","2021A000011124","Men+","Net emigration","80 to 84 years","Persons","249","units","0","v1566864498","1.2.8.89","207","","","","0"
"2016/2017","Canada","2021A000011124","Men+","Net emigration","80 to 84 years","Persons","249","units","0","v1566864498","1.2.8.89","173","","","","0"
"2017/2018","Canada","2021A000011124","Men+","Net emigration","80 to 84 years","Persons","249","units","0","v1566864498","1.2.8.89","142","","","","0"
"2018/2019","Canada","2021A000011124","Men+","Net emigration","80 to 84 years","Persons","249","units","0","v1566864498","1.2.8.89","120","","","","0"
"2019/2020","Canada","2021A000011124","Men+","Net emigration","80 to 84 years","Persons","249","units","0","v1566864498","1.2.8.89","112","","","","0"
"2020/2021","Canada","2021A000011124","Men+","Net emigration","80 to 84 years","Persons","249","units","0","v1566864498","1.2.8.89","84","","","","0"
"2021/2022","Canada","2021A000011124","Men+","Net emigration","80 to 84 years","Persons","249","units","0","v1566864498","1.2.8.89","23","","","","0"
"2022/2023","Canada","2021A000011124","Men+","Net emigration","80 to 84 years","Persons","249","units","0","v1566864498","1.2.8.89","125","","","","0"
"2023/2024","Canada","2021A000011124","Men+","Net emigration","80 to 84 years","Persons","249","units","0","v1566864498","1.2.8.89","130","","","","0"
"2024/2025","Canada","2021A000011124","Men+","Net emigration","80 to 84 years","Persons","249","units","0","v1566864498","1.2.8.89","131","","","","0"
"2000/2001","Canada","2021A000011124","Men+","Net emigration","85 to 89 years","Persons","249","units","0","v1566864504","1.2.8.90","28","","","","0"
"2001/2002","Canada","2021A000011124","Men+","Net emigration","85 to 89 years","Persons","249","units","0","v1566864504","1.2.8.90","17","","","","0"
"2002/2003","Canada","2021A000011124","Men+","Net emigration","85 to 89 years","Persons","249","units","0","v1566864504","1.2.8.90","15","","","","0"
"2003/2004","Canada","2021A000011124","Men+","Net emigration","85 to 89 years","Persons","249","units","0","v1566864504","1.2.8.90","27","","","","0"
"2004/2005","Canada","2021A000011124","Men+","Net emigration","85 to 89 years","Persons","249","units","0","v1566864504","1.2.8.90","35","","","","0"
"2005/2006","Canada","2021A000011124","Men+","Net emigration","85 to 89 years","Persons","249","units","0","v1566864504","1.2.8.90","46","","","","0"
"2006/2007","Canada","2021A000011124","Men+","Net emigration","85 to 89 years","Persons","249","units","0","v1566864504","1.2.8.90","64","","","","0"
"2007/2008","Canada","2021A000011124","Men+","Net emigration","85 to 89 years","Persons","249","units","0","v1566864504","1.2.8.90","66","","","","0"
"2008/2009","Canada","2021A000011124","Men+","Net emigration","85 to 89 years","Persons","249","units","0","v1566864504","1.2.8.90","60","","","","0"
"2009/2010","Canada","2021A000011124","Men+","Net emigration","85 to 89 years","Persons","249","units","0","v1566864504","1.2.8.90","72","","","","0"
"2010/2011","Canada","2021A000011124","Men+","Net emigration","85 to 89 years","Persons","249","units","0","v1566864504","1.2.8.90","71","","","","0"
"2011/2012","Canada","2021A000011124","Men+","Net emigration","85 to 89 years","Persons","249","units","0","v1566864504","1.2.8.90","92","","","","0"
"2012/2013","Canada","2021A000011124","Men+","Net emigration","85 to 89 years","Persons","249","units","0","v1566864504","1.2.8.90","77","","","","0"
"2013/2014","Canada","2021A000011124","Men+","Net emigration","85 to 89 years","Persons","249","units","0","v1566864504","1.2.8.90","101","","","","0"
"2014/2015","Canada","2021A000011124","Men+","Net emigration","85 to 89 years","Persons","249","units","0","v1566864504","1.2.8.90","111","","","","0"
"2015/2016","Canada","2021A000011124","Men+","Net emigration","85 to 89 years","Persons","249","units","0","v1566864504","1.2.8.90","107","","","","0"
"2016/2017","Canada","2021A000011124","Men+","Net emigration","85 to 89 years","Persons","249","units","0","v1566864504","1.2.8.90","104","","","","0"
"2017/2018","Canada","2021A000011124","Men+","Net emigration","85 to 89 years","Persons","249","units","0","v1566864504","1.2.8.90","90","","","","0"
"2018/2019","Canada","2021A000011124","Men+","Net emigration","85 to 89 years","Persons","249","units","0","v1566864504","1.2.8.90","83","","","","0"
"2019/2020","Canada","2021A000011124","Men+","Net emigration","85 to 89 years","Persons","249","units","0","v1566864504","1.2.8.90","78","","","","0"
"2020/2021","Canada","2021A000011124","Men+","Net emigration","85 to 89 years","Persons","249","units","0","v1566864504","1.2.8.90","65","","","","0"
"2021/2022","Canada","2021A000011124","Men+","Net emigration","85 to 89 years","Persons","249","units","0","v1566864504","1.2.8.90","19","","","","0"
"2022/2023","Canada","2021A000011124","Men+","Net emigration","85 to 89 years","Persons","249","units","0","v1566864504","1.2.8.90","58","","","","0"
"2023/2024","Canada","2021A000011124","Men+","Net emigration","85 to 89 years","Persons","249","units","0","v1566864504","1.2.8.90","58","","","","0"
"2024/2025","Canada","2021A000011124","Men+","Net emigration","85 to 89 years","Persons","249","units","0","v1566864504","1.2.8.90","60","","","","0"
"2000/2001","Canada","2021A000011124","Men+","Net emigration","90 to 94 years","Persons","249","units","0","v1566869275","1.2.8.126","6","","","","0"
"2001/2002","Canada","2021A000011124","Men+","Net emigration","90 to 94 years","Persons","249","units","0","v1566869275","1.2.8.126","2","","","","0"
"2002/2003","Canada","2021A000011124","Men+","Net emigration","90 to 94 years","Persons","249","units","0","v1566869275","1.2.8.126","9","","","","0"
"2003/2004","Canada","2021A000011124","Men+","Net emigration","90 to 94 years","Persons","249","units","0","v1566869275","1.2.8.126","7","","","","0"
"2004/2005","Canada","2021A000011124","Men+","Net emigration","90 to 94 years","Persons","249","units","0","v1566869275","1.2.8.126","8","","","","0"
"2005/2006","Canada","2021A000011124","Men+","Net emigration","90 to 94 years","Persons","249","units","0","v1566869275","1.2.8.126","15","","","","0"
"2006/2007","Canada","2021A000011124","Men+","Net emigration","90 to 94 years","Persons","249","units","0","v1566869275","1.2.8.126","7","","","","0"
"2007/2008","Canada","2021A000011124","Men+","Net emigration","90 to 94 years","Persons","249","units","0","v1566869275","1.2.8.126","14","","","","0"
"2008/2009","Canada","2021A000011124","Men+","Net emigration","90 to 94 years","Persons","249","units","0","v1566869275","1.2.8.126","13","","","","0"
"2009/2010","Canada","2021A000011124","Men+","Net emigration","90 to 94 years","Persons","249","units","0","v1566869275","1.2.8.126","8","","","","0"
"2010/2011","Canada","2021A000011124","Men+","Net emigration","90 to 94 years","Persons","249","units","0","v1566869275","1.2.8.126","17","","","","0"
"2011/2012","Canada","2021A000011124","Men+","Net emigration","90 to 94 years","Persons","249","units","0","v1566869275","1.2.8.126","34","","","","0"
"2012/2013","Canada","2021A000011124","Men+","Net emigration","90 to 94 years","Persons","249","units","0","v1566869275","1.2.8.126","36","","","","0"
"2013/2014","Canada","2021A000011124","Men+","Net emigration","90 to 94 years","Persons","249","units","0","v1566869275","1.2.8.126","36","","","","0"
"2014/2015","Canada","2021A000011124","Men+","Net emigration","90 to 94 years","Persons","249","units","0","v1566869275","1.2.8.126","32","","","","0"
"2015/2016","Canada","2021A000011124","Men+","Net emigration","90 to 94 years","Persons","249","units","0","v1566869275","1.2.8.126","39","","","","0"
"2016/2017","Canada","2021A000011124","Men+","Net emigration","90 to 94 years","Persons","249","units","0","v1566869275","1.2.8.126","50","","","","0"
"2017/2018","Canada","2021A000011124","Men+","Net emigration","90 to 94 years","Persons","249","units","0","v1566869275","1.2.8.126","43","","","","0"
"2018/2019","Canada","2021A000011124","Men+","Net emigration","90 to 94 years","Persons","249","units","0","v1566869275","1.2.8.126","35","","","","0"
"2019/2020","Canada","2021A000011124","Men+","Net emigration","90 to 94 years","Persons","249","units","0","v1566869275","1.2.8.126","29","","","","0"
"2020/2021","Canada","2021A000011124","Men+","Net emigration","90 to 94 years","Persons","249","units","0","v1566869275","1.2.8.126","20","","","","0"
"2021/2022","Canada","2021A000011124","Men+","Net emigration","90 to 94 years","Persons","249","units","0","v1566869275","1.2.8.126","10","","","","0"
"2022/2023","Canada","2021A000011124","Men+","Net emigration","90 to 94 years","Persons","249","units","0","v1566869275","1.2.8.126","29","","","","0"
"2023/2024","Canada","2021A000011124","Men+","Net emigration","90 to 94 years","Persons","249","units","0","v1566869275","1.2.8.126","28","","","","0"
"2024/2025","Canada","2021A000011124","Men+","Net emigration","90 to 94 years","Persons","249","units","0","v1566869275","1.2.8.126","31","","","","0"
"2000/2001","Canada","2021A000011124","Men+","Net emigration","95 to 99 years","Persons","249","units","0","v1566869281","1.2.8.132","0","","","","0"
"2001/2002","Canada","2021A000011124","Men+","Net emigration","95 to 99 years","Persons","249","units","0","v1566869281","1.2.8.132","0","","","","0"
"2002/2003","Canada","2021A000011124","Men+","Net emigration","95 to 99 years","Persons","249","units","0","v1566869281","1.2.8.132","1","","","","0"
"2003/2004","Canada","2021A000011124","Men+","Net emigration","95 to 99 years","Persons","249","units","0","v1566869281","1.2.8.132","1","","","","0"
"2004/2005","Canada","2021A000011124","Men+","Net emigration","95 to 99 years","Persons","249","units","0","v1566869281","1.2.8.132","1","","","","0"
"2005/2006","Canada","2021A000011124","Men+","Net emigration","95 to 99 years","Persons","249","units","0","v1566869281","1.2.8.132","1","","","","0"
"2006/2007","Canada","2021A000011124","Men+","Net emigration","95 to 99 years","Persons","249","units","0","v1566869281","1.2.8.132","2","","","","0"
"2007/2008","Canada","2021A000011124","Men+","Net emigration","95 to 99 years","Persons","249","units","0","v1566869281","1.2.8.132","0","","","","0"
"2008/2009","Canada","2021A000011124","Men+","Net emigration","95 to 99 years","Persons","249","units","0","v1566869281","1.2.8.132","2","","","","0"
"2009/2010","Canada","2021A000011124","Men+","Net emigration","95 to 99 years","Persons","249","units","0","v1566869281","1.2.8.132","4","","","","0"
"2010/2011","Canada","2021A000011124","Men+","Net emigration","95 to 99 years","Persons","249","units","0","v1566869281","1.2.8.132","4","","","","0"
"2011/2012","Canada","2021A000011124","Men+","Net emigration","95 to 99 years","Persons","249","units","0","v1566869281","1.2.8.132","5","","","","0"
"2012/2013","Canada","2021A000011124","Men+","Net emigration","95 to 99 years","Persons","249","units","0","v1566869281","1.2.8.132","5","","","","0"
"2013/2014","Canada","2021A000011124","Men+","Net emigration","95 to 99 years","Persons","249","units","0","v1566869281","1.2.8.132","3","","","","0"
"2014/2015","Canada","2021A000011124","Men+","Net emigration","95 to 99 years","Persons","249","units","0","v1566869281","1.2.8.132","5","","","","0"
"2015/2016","Canada","2021A000011124","Men+","Net emigration","95 to 99 years","Persons","249","units","0","v1566869281","1.2.8.132","9","","","","0"
"2016/2017","Canada","2021A000011124","Men+","Net emigration","95 to 99 years","Persons","249","units","0","v1566869281","1.2.8.132","17","","","","0"
"2017/2018","Canada","2021A000011124","Men+","Net emigration","95 to 99 years","Persons","249","units","0","v1566869281","1.2.8.132","16","","","","0"
"2018/2019","Canada","2021A000011124","Men+","Net emigration","95 to 99 years","Persons","249","units","0","v1566869281","1.2.8.132","7","","","","0"
"2019/2020","Canada","2021A000011124","Men+","Net emigration","95 to 99 years","Persons","249","units","0","v1566869281","1.2.8.132","3","","","","0"
"2020/2021","Canada","2021A000011124","Men+","Net emigration","95 to 99 years","Persons","249","units","0","v1566869281","1.2.8.132","9","","","","0"
"2021/2022","Canada","2021A000011124","Men+","Net emigration","95 to 99 years","Persons","249","units","0","v1566869281","1.2.8.132","15","","","","0"
"2022/2023","Canada","2021A000011124","Men+","Net emigration","95 to 99 years","Persons","249","units","0","v1566869281","1.2.8.132","12","","","","0"
